detailScoring1,detailScoring2,detailScoring3,detailScoring4,detailScoring5,detailScoring6,detailScoring7,detailScoring8,detailScoring9,detailScoring10,detailScoring11,detailScoring12,detailScoring13,detailScoring14,detailScoring15,detailScoring16,detailScoring17,detailScoring18,detailScoring19,detailScoring20,detailScoring21,detailScoring22,detailScoring23,detailScoring24
1,1,0.440883734852696,0,L_LACtcm,6.18124540930833,366,,2,1,0.0338128126417043,0,L_LACtcm,6.18124540930833,366,,3,1,0.700330051560624,0,L_LACtcm,6.18124540930833,366,
1,1,0.440883734852696,0,L_LACtm,2.10454396396708,6566,,2,1,0.0338128126417043,0,L_LACtm,2.10454396396708,6566,,3,1,0.700330051560624,0,L_LACtm,2.10454396396708,6566,
1,1,0.440883734852696,0,NADH2_u10m,0.000103018938702159,4701,,2,1,0.0338128126417043,0,NADH2_u10m,0.000103018938702159,4701,,3,1,0.700330051560624,0,NADH2_u10m,0.000103018938702159,4701,
1,2,3.23298095769582,0,SUCD1m,2.47696787815551,6389,,2,2,3.58592545387176,1,SUCD1m,2.47696787815551,6389,,3,2,2.47696787815551,0,SUCD1m,2.47696787815551,6389,
1,3,0.947763683834083,0,PDHm,1.97093316270572,8050,,2,3,1.45790273634571,0,PDHm,1.97093316270572,8050,,3,3,0.656977720901906,0,PDHm,1.97093316270572,8050,
1,4,2.08959685319277,1,ACONTm,2.75208435027762,50,,2,4,1.98191976171881,1,ACONTm,2.75208435027762,50,,3,4,1.52935269197994,0,ACONTm,2.75208435027762,50,
1,4,2.08959685319277,1,AKGDm,1.97093316270572,8050,,2,4,1.98191976171881,1,AKGDm,1.97093316270572,8050,,3,4,1.52935269197994,0,AKGDm,1.97093316270572,8050,
1,4,2.08959685319277,1,CSm,2.69666507648636,1431,,2,4,1.98191976171881,1,CSm,2.69666507648636,1431,,3,4,1.52935269197994,0,CSm,2.69666507648636,1431,
1,4,2.08959685319277,1,FUMm,2.9024643529307,2271,,2,4,1.98191976171881,1,FUMm,2.9024643529307,2271,,3,4,1.52935269197994,0,FUMm,2.9024643529307,2271,
1,4,2.08959685319277,1,ICDHxm,2.95270727736527,3419,,2,4,1.98191976171881,1,ICDHxm,2.95270727736527,3419,,3,4,1.52935269197994,0,ICDHxm,2.95270727736527,3419,
1,4,2.08959685319277,1,MDHm,3.81687866361708,4190,,2,4,1.98191976171881,1,MDHm,3.81687866361708,4190,,3,4,1.52935269197994,0,MDHm,3.81687866361708,4190,
1,4,2.08959685319277,1,SUCD1m,2.47696787815551,6389,,2,4,1.98191976171881,1,SUCD1m,2.47696787815551,6389,,3,4,1.52935269197994,0,SUCD1m,2.47696787815551,6389,
1,4,2.08959685319277,1,SUCOAS1m,2.57394141436574,8802,,2,4,1.98191976171881,1,SUCOAS1m,2.57394141436574,8802,,3,4,1.52935269197994,0,SUCOAS1m,2.57394141436574,8802,
1,5,2.10962246789917,1,ACONTm,2.75208435027762,50,,2,5,2.24816830318878,1,ACONTm,2.75208435027762,50,,3,5,2.14551549054454,1,ACONTm,2.75208435027762,50,
1,5,2.10962246789917,1,AKGDm,1.97093316270572,8050,,2,5,2.24816830318878,1,AKGDm,1.97093316270572,8050,,3,5,2.14551549054454,1,AKGDm,1.97093316270572,8050,
1,5,2.10962246789917,1,ATPS4m,-1,9551,,2,5,2.24816830318878,1,ATPS4m,-1,9551,,3,5,2.14551549054454,1,ATPS4m,-1,9551,
1,5,2.10962246789917,1,ATPtm,5.96082347701616,292,,2,5,2.24816830318878,1,ATPtm,5.96082347701616,292,,3,5,2.14551549054454,1,ATPtm,5.96082347701616,292,
1,5,2.10962246789917,1,CO2tm,-1,,,2,5,2.24816830318878,1,CO2tm,-1,,,3,5,2.14551549054454,1,CO2tm,-1,,
1,5,2.10962246789917,1,CSm,2.69666507648636,1431,,2,5,2.24816830318878,1,CSm,2.69666507648636,1431,,3,5,2.14551549054454,1,CSm,2.69666507648636,1431,
1,5,2.10962246789917,1,CYOOm3,0,170712,,2,5,2.24816830318878,1,CYOOm3,0,170712,,3,5,2.14551549054454,1,CYOOm3,0,170712,
1,5,2.10962246789917,1,CYOR_u10m,2.68028755805635,7386,,2,5,2.24816830318878,1,CYOR_u10m,2.68028755805635,7386,,3,5,2.14551549054454,1,CYOR_u10m,2.68028755805635,7386,
1,5,2.10962246789917,1,DESAT18_5,1.22786917204105,6319,,2,5,2.24816830318878,1,DESAT18_5,1.22786917204105,6319,,3,5,2.14551549054454,1,DESAT18_5,1.22786917204105,6319,
1,5,2.10962246789917,1,ENO,9.69781851882024,2023,,2,5,2.24816830318878,1,ENO,9.69781851882024,2023,,3,5,2.14551549054454,1,ENO,9.69781851882024,2023,
1,5,2.10962246789917,1,FADH2ETC,1.91797550253289,2109,,2,5,2.24816830318878,1,FADH2ETC,1.91797550253289,2109,,3,5,2.14551549054454,1,FADH2ETC,1.91797550253289,2109,
1,5,2.10962246789917,1,FBA,9.3914761968771,226,,2,5,2.24816830318878,1,FBA,9.3914761968771,226,,3,5,2.14551549054454,1,FBA,9.3914761968771,226,
1,5,2.10962246789917,1,FUMm,2.9024643529307,2271,,2,5,2.24816830318878,1,FUMm,2.9024643529307,2271,,3,5,2.14551549054454,1,FUMm,2.9024643529307,2271,
1,5,2.10962246789917,1,GAPD,10.7553783134158,2597,,2,5,2.24816830318878,1,GAPD,10.7553783134158,2597,,3,5,2.14551549054454,1,GAPD,10.7553783134158,2597,
1,5,2.10962246789917,1,H2Otm,0.0666790671819831,343,,2,5,2.24816830318878,1,H2Otm,0.0666790671819831,343,,3,5,2.14551549054454,1,H2Otm,0.0666790671819831,343,
1,5,2.10962246789917,1,HEX1,8.61403720715399,3099,,2,5,2.24816830318878,1,HEX1,8.61403720715399,3099,,3,5,2.14551549054454,1,HEX1,8.61403720715399,3099,
1,5,2.10962246789917,1,ICDHxm,2.95270727736527,3419,,2,5,2.24816830318878,1,ICDHxm,2.95270727736527,3419,,3,5,2.14551549054454,1,ICDHxm,2.95270727736527,3419,
1,5,2.10962246789917,1,ICDHy,2.06445989362065,3417,,2,5,2.24816830318878,1,ICDHy,2.06445989362065,3417,,3,5,2.14551549054454,1,ICDHy,2.06445989362065,3417,
1,5,2.10962246789917,1,LDH_L,8.0471495620105,3939,,2,5,2.24816830318878,1,LDH_L,8.0471495620105,3939,,3,5,2.14551549054454,1,LDH_L,8.0471495620105,3939,
1,5,2.10962246789917,1,LDH_Lm,8.0471495620105,3939,,2,5,2.24816830318878,1,LDH_Lm,8.0471495620105,3939,,3,5,2.14551549054454,1,LDH_Lm,8.0471495620105,3939,
1,5,2.10962246789917,1,L_LACtm,2.10454396396708,6566,,2,5,2.24816830318878,1,L_LACtm,2.10454396396708,6566,,3,5,2.14551549054454,1,L_LACtm,2.10454396396708,6566,
1,5,2.10962246789917,1,MDHm,3.81687866361708,4190,,2,5,2.24816830318878,1,MDHm,3.81687866361708,4190,,3,5,2.14551549054454,1,MDHm,3.81687866361708,4190,
1,5,2.10962246789917,1,NADH2_u10m,0.000103018938702159,4701,,2,5,2.24816830318878,1,NADH2_u10m,0.000103018938702159,4701,,3,5,2.14551549054454,1,NADH2_u10m,0.000103018938702159,4701,
1,5,2.10962246789917,1,O2tm,-1,,,2,5,2.24816830318878,1,O2tm,-1,,,3,5,2.14551549054454,1,O2tm,-1,,
1,5,2.10962246789917,1,PDHm,1.97093316270572,8050,,2,5,2.24816830318878,1,PDHm,1.97093316270572,8050,,3,5,2.14551549054454,1,PDHm,1.97093316270572,8050,
1,5,2.10962246789917,1,PFK,4.22336637873804,5214,,2,5,2.24816830318878,1,PFK,4.22336637873804,5214,,3,5,2.14551549054454,1,PFK,4.22336637873804,5214,
1,5,2.10962246789917,1,PGI,3.88607095159091,2821,,2,5,2.24816830318878,1,PGI,3.88607095159091,2821,,3,5,2.14551549054454,1,PGI,3.88607095159091,2821,
1,5,2.10962246789917,1,PGK,7.96477630668472,5230,,2,5,2.24816830318878,1,PGK,7.96477630668472,5230,,3,5,2.14551549054454,1,PGK,7.96477630668472,5230,
1,5,2.10962246789917,1,PGM,3.54082807584156,5223,,2,5,2.24816830318878,1,PGM,3.54082807584156,5223,,3,5,2.14551549054454,1,PGM,3.54082807584156,5223,
1,5,2.10962246789917,1,PPA,3.62342303279051,5464,,2,5,2.24816830318878,1,PPA,3.62342303279051,5464,,3,5,2.14551549054454,1,PPA,3.62342303279051,5464,
1,5,2.10962246789917,1,PPAm,3.07712266720471,27068,,2,5,2.24816830318878,1,PPAm,3.07712266720471,27068,,3,5,2.14551549054454,1,PPAm,3.07712266720471,27068,
1,5,2.10962246789917,1,PPItm,-1,,,2,5,2.24816830318878,1,PPItm,-1,,,3,5,2.14551549054454,1,PPItm,-1,,
1,5,2.10962246789917,1,PYK,8.7154637090333,5315,,2,5,2.24816830318878,1,PYK,8.7154637090333,5315,,3,5,2.14551549054454,1,PYK,8.7154637090333,5315,
1,5,2.10962246789917,1,PYRt2m,2.10454396396708,6566,,2,5,2.24816830318878,1,PYRt2m,2.10454396396708,6566,,3,5,2.14551549054454,1,PYRt2m,2.10454396396708,6566,
1,5,2.10962246789917,1,RE0583C,-1,,,2,5,2.24816830318878,1,RE0583C,-1,,,3,5,2.14551549054454,1,RE0583C,-1,,
1,5,2.10962246789917,1,SUCD1m,2.47696787815551,6389,,2,5,2.24816830318878,1,SUCD1m,2.47696787815551,6389,,3,5,2.14551549054454,1,SUCD1m,2.47696787815551,6389,
1,5,2.10962246789917,1,SUCOASm,2.19731611090219,8803,,2,5,2.24816830318878,1,SUCOASm,2.19731611090219,8803,,3,5,2.14551549054454,1,SUCOASm,2.19731611090219,8803,
1,5,2.10962246789917,1,TPI,5.23060307846487,7167,,2,5,2.24816830318878,1,TPI,5.23060307846487,7167,,3,5,2.14551549054454,1,TPI,5.23060307846487,7167,
1,5,2.10962246789917,1,r1147,1.73016780964461,6576,,2,5,2.24816830318878,1,r1147,1.73016780964461,6576,,3,5,2.14551549054454,1,r1147,1.73016780964461,6576,
1,5,2.10962246789917,1,r1155,2.10454396396708,6566,,2,5,2.24816830318878,1,r1155,2.10454396396708,6566,,3,5,2.14551549054454,1,r1155,2.10454396396708,6566,
1,5,2.10962246789917,1,r1454,2.10454396396708,6566,,2,5,2.24816830318878,1,r1454,2.10454396396708,6566,,3,5,2.14551549054454,1,r1454,2.10454396396708,6566,
1,6,4.07828637700262,1,ENO,9.69781851882024,2023,,2,6,4.59265168317088,1,ENO,9.69781851882024,2023,,3,6,4.82500437212915,1,ENO,9.69781851882024,2023,
1,6,4.07828637700262,1,FBA,9.3914761968771,226,,2,6,4.59265168317088,1,FBA,9.3914761968771,226,,3,6,4.82500437212915,1,FBA,9.3914761968771,226,
1,6,4.07828637700262,1,GAPD,10.7553783134158,2597,,2,6,4.59265168317088,1,GAPD,10.7553783134158,2597,,3,6,4.82500437212915,1,GAPD,10.7553783134158,2597,
1,6,4.07828637700262,1,HEX1,8.61403720715399,3099,,2,6,4.59265168317088,1,HEX1,8.61403720715399,3099,,3,6,4.82500437212915,1,HEX1,8.61403720715399,3099,
1,6,4.07828637700262,1,PFK,4.22336637873804,5214,,2,6,4.59265168317088,1,PFK,4.22336637873804,5214,,3,6,4.82500437212915,1,PFK,4.22336637873804,5214,
1,6,4.07828637700262,1,PGI,3.88607095159091,2821,,2,6,4.59265168317088,1,PGI,3.88607095159091,2821,,3,6,4.82500437212915,1,PGI,3.88607095159091,2821,
1,6,4.07828637700262,1,PGK,7.96477630668472,5230,,2,6,4.59265168317088,1,PGK,7.96477630668472,5230,,3,6,4.82500437212915,1,PGK,7.96477630668472,5230,
1,6,4.07828637700262,1,PGM,3.54082807584156,5223,,2,6,4.59265168317088,1,PGM,3.54082807584156,5223,,3,6,4.82500437212915,1,PGM,3.54082807584156,5223,
1,6,4.07828637700262,1,PYK,8.7154637090333,5315,,2,6,4.59265168317088,1,PYK,8.7154637090333,5315,,3,6,4.82500437212915,1,PYK,8.7154637090333,5315,
1,6,4.07828637700262,1,TPI,5.23060307846487,7167,,2,6,4.59265168317088,1,TPI,5.23060307846487,7167,,3,6,4.82500437212915,1,TPI,5.23060307846487,7167,
1,8,1.70515296136835,1,CATp,2.7994425632371,847,,2,8,1.15087126244621,1,CATp,2.7994425632371,847,,3,8,0.699860640809274,0,CATp,2.7994425632371,847,
1,9,1.02678110001027,1,TRDR,3.72105896517557,7296,,2,9,1.4325693929713,1,TRDR,3.72105896517557,7296,,3,9,0.930264741293892,1,TRDR,3.72105896517557,7296,
1,10,1.72810305640671,0,ADSL2,3.92952507495577,158,,2,10,1.9501618331068,0,ADSL2,3.92952507495577,158,,3,10,2.01910878022628,1,ADSL2,3.92952507495577,158,
1,10,1.72810305640671,0,AICART,3.75527553297876,471,,2,10,1.9501618331068,0,AICART,3.75527553297876,471,,3,10,2.01910878022628,1,AICART,3.75527553297876,471,
1,10,1.72810305640671,0,AIRCr_PRASCS,3.79787881382097,10606,,2,10,1.9501618331068,0,AIRCr_PRASCS,3.79787881382097,10606,,3,10,2.01910878022628,1,AIRCr_PRASCS,3.79787881382097,10606,
1,10,1.72810305640671,0,G6PDH2r,3.31453638479633,2539,,2,10,1.9501618331068,0,G6PDH2r,3.31453638479633,2539,,3,10,2.01910878022628,1,G6PDH2r,3.31453638479633,2539,
1,10,1.72810305640671,0,GARFT,3.76714757591078,2618,,2,10,1.9501618331068,0,GARFT,3.76714757591078,2618,,3,10,2.01910878022628,1,GARFT,3.76714757591078,2618,
1,10,1.72810305640671,0,GLUPRT,1.04311964967432,5471,,2,10,1.9501618331068,0,GLUPRT,1.04311964967432,5471,,3,10,2.01910878022628,1,GLUPRT,1.04311964967432,5471,
1,10,1.72810305640671,0,GNDc,3.38768815792075,5226,,2,10,1.9501618331068,0,GNDc,3.38768815792075,5226,,3,10,2.01910878022628,1,GNDc,3.38768815792075,5226,
1,10,1.72810305640671,0,HEX1,8.61403720715399,3099,,2,10,1.9501618331068,0,HEX1,8.61403720715399,3099,,3,10,2.01910878022628,1,HEX1,8.61403720715399,3099,
1,10,1.72810305640671,0,IMPC,3.75527553297876,471,,2,10,1.9501618331068,0,IMPC,3.75527553297876,471,,3,10,2.01910878022628,1,IMPC,3.75527553297876,471,
1,10,1.72810305640671,0,PGL,3.1227747190409,25796,,2,10,1.9501618331068,0,PGL,3.1227747190409,25796,,3,10,2.01910878022628,1,PGL,3.1227747190409,25796,
1,10,1.72810305640671,0,PRAGSr,3.76714757591078,2618,,2,10,1.9501618331068,0,PRAGSr,3.76714757591078,2618,,3,10,2.01910878022628,1,PRAGSr,3.76714757591078,2618,
1,10,1.72810305640671,0,PRFGS,2.09360650293767,5198,,2,10,1.9501618331068,0,PRFGS,2.09360650293767,5198,,3,10,2.01910878022628,1,PRFGS,2.09360650293767,5198,
1,10,1.72810305640671,0,PRPPS,3.88534267357343,5631,,2,10,1.9501618331068,0,PRPPS,3.88534267357343,5631,,3,10,2.01910878022628,1,PRPPS,3.88534267357343,5631,
1,10,1.72810305640671,0,RPI,2.78777499269138,22934,,2,10,1.9501618331068,0,RPI,2.78777499269138,22934,,3,10,2.01910878022628,1,RPI,2.78777499269138,22934,
1,10,1.72810305640671,0,r0666,3.76714757591078,2618,,2,10,1.9501618331068,0,r0666,3.76714757591078,2618,,3,10,2.01910878022628,1,r0666,3.76714757591078,2618,
1,11,1.28825523873067,0,ASPCTr,2.03641504695275,790,,2,11,1.35637486777701,0,ASPCTr,2.03641504695275,790,,3,11,1.40830461436888,0,ASPCTr,2.03641504695275,790,
1,11,1.28825523873067,0,CBPS,2.03641504695275,790,,2,11,1.35637486777701,0,CBPS,2.03641504695275,790,,3,11,1.40830461436888,0,CBPS,2.03641504695275,790,
1,11,1.28825523873067,0,CTPS1,3.17647439841559,1503,,2,11,1.35637486777701,0,CTPS1,3.17647439841559,1503,,3,11,1.40830461436888,0,CTPS1,3.17647439841559,1503,
1,11,1.28825523873067,0,DHORD9,1.01899408528505,1723,,2,11,1.35637486777701,0,DHORD9,1.01899408528505,1723,,3,11,1.40830461436888,0,DHORD9,1.01899408528505,1723,
1,11,1.28825523873067,0,DHORTS,2.03641504695275,790,,2,11,1.35637486777701,0,DHORTS,2.03641504695275,790,,3,11,1.40830461436888,0,DHORTS,2.03641504695275,790,
1,11,1.28825523873067,0,G6PDH2r,3.31453638479633,2539,,2,11,1.35637486777701,0,G6PDH2r,3.31453638479633,2539,,3,11,1.40830461436888,0,G6PDH2r,3.31453638479633,2539,
1,11,1.28825523873067,0,GNDc,3.38768815792075,5226,,2,11,1.35637486777701,0,GNDc,3.38768815792075,5226,,3,11,1.40830461436888,0,GNDc,3.38768815792075,5226,
1,11,1.28825523873067,0,HEX1,8.61403720715399,3099,,2,11,1.35637486777701,0,HEX1,8.61403720715399,3099,,3,11,1.40830461436888,0,HEX1,8.61403720715399,3099,
1,11,1.28825523873067,0,NDPK2,2.35047222981524,4832,,2,11,1.35637486777701,0,NDPK2,2.35047222981524,4832,,3,11,1.40830461436888,0,NDPK2,2.35047222981524,4832,
1,11,1.28825523873067,0,OMPDC,2.29361369295172,7372,,2,11,1.35637486777701,0,OMPDC,2.29361369295172,7372,,3,11,1.40830461436888,0,OMPDC,2.29361369295172,7372,
1,11,1.28825523873067,0,ORPT,2.29361369295172,7372,,2,11,1.35637486777701,0,ORPT,2.29361369295172,7372,,3,11,1.40830461436888,0,ORPT,2.29361369295172,7372,
1,11,1.28825523873067,0,PGL,3.1227747190409,25796,,2,11,1.35637486777701,0,PGL,3.1227747190409,25796,,3,11,1.40830461436888,0,PGL,3.1227747190409,25796,
1,11,1.28825523873067,0,PRPPS,3.88534267357343,5631,,2,11,1.35637486777701,0,PRPPS,3.88534267357343,5631,,3,11,1.40830461436888,0,PRPPS,3.88534267357343,5631,
1,11,1.28825523873067,0,RPI,2.78777499269138,22934,,2,11,1.35637486777701,0,RPI,2.78777499269138,22934,,3,11,1.40830461436888,0,RPI,2.78777499269138,22934,
1,11,1.28825523873067,0,UMPK,3.67167685754341,51727,,2,11,1.35637486777701,0,UMPK,3.67167685754341,51727,,3,11,1.40830461436888,0,UMPK,3.67167685754341,51727,
1,12,1.76491570645366,1,ADSL2,3.92952507495577,158,,2,12,1.90919200545777,0,ADSL2,3.92952507495577,158,,3,12,1.97698262636311,1,ADSL2,3.92952507495577,158,
1,12,1.76491570645366,1,AICART,3.75527553297876,471,,2,12,1.90919200545777,0,AICART,3.75527553297876,471,,3,12,1.97698262636311,1,AICART,3.75527553297876,471,
1,12,1.76491570645366,1,AIRCr_PRASCS,3.79787881382097,10606,,2,12,1.90919200545777,0,AIRCr_PRASCS,3.79787881382097,10606,,3,12,1.97698262636311,1,AIRCr_PRASCS,3.79787881382097,10606,
1,12,1.76491570645366,1,G6PDH2r,3.31453638479633,2539,,2,12,1.90919200545777,0,G6PDH2r,3.31453638479633,2539,,3,12,1.97698262636311,1,G6PDH2r,3.31453638479633,2539,
1,12,1.76491570645366,1,GARFT,3.76714757591078,2618,,2,12,1.90919200545777,0,GARFT,3.76714757591078,2618,,3,12,1.97698262636311,1,GARFT,3.76714757591078,2618,
1,12,1.76491570645366,1,GK1,4.56433104107025,2987,,2,12,1.90919200545777,0,GK1,4.56433104107025,2987,,3,12,1.97698262636311,1,GK1,4.56433104107025,2987,
1,12,1.76491570645366,1,GLUPRT,1.04311964967432,5471,,2,12,1.90919200545777,0,GLUPRT,1.04311964967432,5471,,3,12,1.97698262636311,1,GLUPRT,1.04311964967432,5471,
1,12,1.76491570645366,1,GMPS2,3.04866119228327,8833,,2,12,1.90919200545777,0,GMPS2,3.04866119228327,8833,,3,12,1.97698262636311,1,GMPS2,3.04866119228327,8833,
1,12,1.76491570645366,1,GNDc,3.38768815792075,5226,,2,12,1.90919200545777,0,GNDc,3.38768815792075,5226,,3,12,1.97698262636311,1,GNDc,3.38768815792075,5226,
1,12,1.76491570645366,1,HEX1,8.61403720715399,3099,,2,12,1.90919200545777,0,HEX1,8.61403720715399,3099,,3,12,1.97698262636311,1,HEX1,8.61403720715399,3099,
1,12,1.76491570645366,1,IMPC,3.75527553297876,471,,2,12,1.90919200545777,0,IMPC,3.75527553297876,471,,3,12,1.97698262636311,1,IMPC,3.75527553297876,471,
1,12,1.76491570645366,1,IMPD,3.99521669802497,3614,,2,12,1.90919200545777,0,IMPD,3.99521669802497,3614,,3,12,1.97698262636311,1,IMPD,3.99521669802497,3614,
1,12,1.76491570645366,1,NDPK1,2.35047222981524,4832,,2,12,1.90919200545777,0,NDPK1,2.35047222981524,4832,,3,12,1.97698262636311,1,NDPK1,2.35047222981524,4832,
1,12,1.76491570645366,1,PGL,3.1227747190409,25796,,2,12,1.90919200545777,0,PGL,3.1227747190409,25796,,3,12,1.97698262636311,1,PGL,3.1227747190409,25796,
1,12,1.76491570645366,1,PRAGSr,3.76714757591078,2618,,2,12,1.90919200545777,0,PRAGSr,3.76714757591078,2618,,3,12,1.97698262636311,1,PRAGSr,3.76714757591078,2618,
1,12,1.76491570645366,1,PRFGS,2.09360650293767,5198,,2,12,1.90919200545777,0,PRFGS,2.09360650293767,5198,,3,12,1.97698262636311,1,PRFGS,2.09360650293767,5198,
1,12,1.76491570645366,1,PRPPS,3.88534267357343,5631,,2,12,1.90919200545777,0,PRPPS,3.88534267357343,5631,,3,12,1.97698262636311,1,PRPPS,3.88534267357343,5631,
1,12,1.76491570645366,1,RPI,2.78777499269138,22934,,2,12,1.90919200545777,0,RPI,2.78777499269138,22934,,3,12,1.97698262636311,1,RPI,2.78777499269138,22934,
1,12,1.76491570645366,1,r0666,3.76714757591078,2618,,2,12,1.90919200545777,0,r0666,3.76714757591078,2618,,3,12,1.97698262636311,1,r0666,3.76714757591078,2618,
1,13,1.30262294808667,0,ASPCTr,2.03641504695275,790,,2,13,1.35022699816978,0,ASPCTr,2.03641504695275,790,,3,13,1.39545228688038,0,ASPCTr,2.03641504695275,790,
1,13,1.30262294808667,0,CBPS,2.03641504695275,790,,2,13,1.35022699816978,0,CBPS,2.03641504695275,790,,3,13,1.39545228688038,0,CBPS,2.03641504695275,790,
1,13,1.30262294808667,0,DHORD9,1.01899408528505,1723,,2,13,1.35022699816978,0,DHORD9,1.01899408528505,1723,,3,13,1.39545228688038,0,DHORD9,1.01899408528505,1723,
1,13,1.30262294808667,0,DHORTS,2.03641504695275,790,,2,13,1.35022699816978,0,DHORTS,2.03641504695275,790,,3,13,1.39545228688038,0,DHORTS,2.03641504695275,790,
1,13,1.30262294808667,0,G6PDH2r,3.31453638479633,2539,,2,13,1.35022699816978,0,G6PDH2r,3.31453638479633,2539,,3,13,1.39545228688038,0,G6PDH2r,3.31453638479633,2539,
1,13,1.30262294808667,0,GNDc,3.38768815792075,5226,,2,13,1.35022699816978,0,GNDc,3.38768815792075,5226,,3,13,1.39545228688038,0,GNDc,3.38768815792075,5226,
1,13,1.30262294808667,0,HEX1,8.61403720715399,3099,,2,13,1.35022699816978,0,HEX1,8.61403720715399,3099,,3,13,1.39545228688038,0,HEX1,8.61403720715399,3099,
1,13,1.30262294808667,0,NDPK2,2.35047222981524,4832,,2,13,1.35022699816978,0,NDPK2,2.35047222981524,4832,,3,13,1.39545228688038,0,NDPK2,2.35047222981524,4832,
1,13,1.30262294808667,0,OMPDC,2.29361369295172,7372,,2,13,1.35022699816978,0,OMPDC,2.29361369295172,7372,,3,13,1.39545228688038,0,OMPDC,2.29361369295172,7372,
1,13,1.30262294808667,0,ORPT,2.29361369295172,7372,,2,13,1.35022699816978,0,ORPT,2.29361369295172,7372,,3,13,1.39545228688038,0,ORPT,2.29361369295172,7372,
1,13,1.30262294808667,0,PGL,3.1227747190409,25796,,2,13,1.35022699816978,0,PGL,3.1227747190409,25796,,3,13,1.39545228688038,0,PGL,3.1227747190409,25796,
1,13,1.30262294808667,0,PRPPS,3.88534267357343,5631,,2,13,1.35022699816978,0,PRPPS,3.88534267357343,5631,,3,13,1.39545228688038,0,PRPPS,3.88534267357343,5631,
1,13,1.30262294808667,0,RPI,2.78777499269138,22934,,2,13,1.35022699816978,0,RPI,2.78777499269138,22934,,3,13,1.39545228688038,0,RPI,2.78777499269138,22934,
1,13,1.30262294808667,0,UMPK,3.67167685754341,51727,,2,13,1.35022699816978,0,UMPK,3.67167685754341,51727,,3,13,1.39545228688038,0,UMPK,3.67167685754341,51727,
1,14,1.53339527899159,0,ADSL1,3.92952507495577,158,,2,14,1.75758687488648,0,ADSL1,3.92952507495577,158,,3,14,1.86231599208252,1,ADSL1,3.92952507495577,158,
1,14,1.53339527899159,0,ADSL2,3.92952507495577,158,,2,14,1.75758687488648,0,ADSL2,3.92952507495577,158,,3,14,1.86231599208252,1,ADSL2,3.92952507495577,158,
1,14,1.53339527899159,0,ADSS,3.59640352878235,159,,2,14,1.75758687488648,0,ADSS,3.59640352878235,159,,3,14,1.86231599208252,1,ADSS,3.59640352878235,159,
1,14,1.53339527899159,0,AICART,3.75527553297876,471,,2,14,1.75758687488648,0,AICART,3.75527553297876,471,,3,14,1.86231599208252,1,AICART,3.75527553297876,471,
1,14,1.53339527899159,0,AIRCr_PRASCS,3.79787881382097,10606,,2,14,1.75758687488648,0,AIRCr_PRASCS,3.79787881382097,10606,,3,14,1.86231599208252,1,AIRCr_PRASCS,3.79787881382097,10606,
1,14,1.53339527899159,0,G6PDH2r,3.31453638479633,2539,,2,14,1.75758687488648,0,G6PDH2r,3.31453638479633,2539,,3,14,1.86231599208252,1,G6PDH2r,3.31453638479633,2539,
1,14,1.53339527899159,0,GARFT,3.76714757591078,2618,,2,14,1.75758687488648,0,GARFT,3.76714757591078,2618,,3,14,1.86231599208252,1,GARFT,3.76714757591078,2618,
1,14,1.53339527899159,0,GLUPRT,1.04311964967432,5471,,2,14,1.75758687488648,0,GLUPRT,1.04311964967432,5471,,3,14,1.86231599208252,1,GLUPRT,1.04311964967432,5471,
1,14,1.53339527899159,0,GNDc,3.38768815792075,5226,,2,14,1.75758687488648,0,GNDc,3.38768815792075,5226,,3,14,1.86231599208252,1,GNDc,3.38768815792075,5226,
1,14,1.53339527899159,0,HEX1,8.61403720715399,3099,,2,14,1.75758687488648,0,HEX1,8.61403720715399,3099,,3,14,1.86231599208252,1,HEX1,8.61403720715399,3099,
1,14,1.53339527899159,0,IMPC,3.75527553297876,471,,2,14,1.75758687488648,0,IMPC,3.75527553297876,471,,3,14,1.86231599208252,1,IMPC,3.75527553297876,471,
1,14,1.53339527899159,0,NDPK1,2.35047222981524,4832,,2,14,1.75758687488648,0,NDPK1,2.35047222981524,4832,,3,14,1.86231599208252,1,NDPK1,2.35047222981524,4832,
1,14,1.53339527899159,0,NDPK8,2.35047222981524,4832,,2,14,1.75758687488648,0,NDPK8,2.35047222981524,4832,,3,14,1.86231599208252,1,NDPK8,2.35047222981524,4832,
1,14,1.53339527899159,0,PGL,3.1227747190409,25796,,2,14,1.75758687488648,0,PGL,3.1227747190409,25796,,3,14,1.86231599208252,1,PGL,3.1227747190409,25796,
1,14,1.53339527899159,0,PRAGSr,3.76714757591078,2618,,2,14,1.75758687488648,0,PRAGSr,3.76714757591078,2618,,3,14,1.86231599208252,1,PRAGSr,3.76714757591078,2618,
1,14,1.53339527899159,0,PRFGS,2.09360650293767,5198,,2,14,1.75758687488648,0,PRFGS,2.09360650293767,5198,,3,14,1.86231599208252,1,PRFGS,2.09360650293767,5198,
1,14,1.53339527899159,0,PRPPS,3.88534267357343,5631,,2,14,1.75758687488648,0,PRPPS,3.88534267357343,5631,,3,14,1.86231599208252,1,PRPPS,3.88534267357343,5631,
1,14,1.53339527899159,0,RNDR1,3.71371050413154,6240,,2,14,1.75758687488648,0,RNDR1,3.71371050413154,6240,,3,14,1.86231599208252,1,RNDR1,3.71371050413154,6240,
