1.9292,0.2188,1.7455
14.588,15.392,12.583
3.1564,4.8052,2.5293
7.9268,8.0834,7.0485
7.1914,7.51,7.189
12.883,13.731,13.692
5.2256,4.423,3.5845
4.2162,4.8506,4.0448
6.017,6.2811,6.6903
4.5492,4.4303,4.8479
6.1462,6.3968,6.7294
4.5862,4.4057,4.8334
5.3406,5.6554,6.0687
4.2999,4.1653,4.6177
5.9068,6.1794,6.5311
4.371,4.2487,4.6954
4.0952,3.9061,4.8207
6.5882,7.2214,7.5867
3.8951,5.557,5.3082
3.8951,5.557,5.3082
2.8509,4.4869,2.8784
1.8769,1.8856,2.3173
0.10462,1.4624,0.97617
6.4505,5.5063,6.7048
6.4505,5.5063,6.7048
10.674,10.611,10.545
10.902,10.841,10.764
8.6842,8.0524,7.705
10.399,10.114,10.047
8.1936,9.0347,7.4273
7.3102,4.7707,1.5054
11.67,12.437,12.344
8.9386,5.4695,6.0636
9.5685,7.8261,8.0304
6.9605,5.8251,6.8178
10.698,6.9422,8.3225
8.4999,7.6141,6.1638
6.3176,3.8984,4.2636
16.729,19.514,18.668
6.9969,6.9143,6.1284
10.317,7.8354,7.4263
6.3303,8.5976,6.8302
10.804,8.5024,8.2701
5.0927,6.2004,6.7366
6.1615,6.9849,5.9034
6.0376,6.2296,5.7791
10.538,8.8841,9.0001
7.7355,6.8219,6.6233
10.31,8.6176,8.6551
3.629,3.7933,2.8042
10.804,8.5024,8.2701
9.785,11.195,10.04
9.6052,10.902,9.896
4.7623,5.0341,3.6563
4.7269,5.5772,3.6359
14.036,14.135,11.452
4.0971,3.7116,4.7105
0.67058,0.44327,1.012
2.7169,2.9278,2.6754
8.0836,8.5836,7.2189
10.289,10.329,9.8422
6.5909,6.558,6.2197
5.6881,5.139,5.2241
7.795,8.0552,7.5058
6.5948,6.6297,6.531
7.0675,7.1749,6.6013
3.27,1.8698,2.948
8.0428,7.0569,6.7233
6.8023,8.7523,5.9155
9.7236,9.7102,9.3068
5.9461,6.0294,5.8358
9.8711,10.138,9.6575
6.6083,6.7962,6.3952
13.204,11.901,11.309
0.16014,1.0836,0.051989
6.6653,7.3622,9.9447
8.0961,8.3257,7.7802
6.3337,6.2978,6.0377
3.4814,2.9995,4.034
0.94934,3.7273,1.4979
4.5451,5.1485,4.6474
3.5967,3.3587,2.9536
11.385,6.6672,3.8786
10.51,10.75,10.24
5.9651,6.0122,5.8921
29.947,20.396,25.011
3.3175,2.5979,4.9637
3.3767,4.4693,3.1868
11.589,11.286,11.061
6.2266,6.481,6.1985
7.5895,8.324,6.9001
8.1487,9.7155,8.1748
10.754,11.427,10.526
3.5417,3.7928,3.6756
2.1407,2.5043,1.7436
6.226,6.3643,6.1371
0.67464,2.1184,1.1706
4.3151,1.6934,7.2033
6.295,6.5464,6.5616
1.0453,2.3525,0.81906
6.1774,6.1958,5.8849
6.4831,6.6408,6.133
5.7309,7.2759,4.5314
6.1034,6.067,5.7739
3.1046,2.6586,1.5409
2.1663,2.681,1.7066
5.2087,5.2132,5.0332
5.7678,7.0011,7.476
6.0505,6.1943,5.9823
7.7602,9.9385,8.5603
9.028,9.4909,10.476
11.397,12.289,11.219
3.7115,3.6473,3.5356
6.2643,6.3695,5.9965
0.89997,1.3746,0.42344
1.0489,1.125,0.54729
0.11071,1.826,0.0063698
9.8682,9.8319,9.7039
6.3544,6.4338,6.2826
6.3984,6.6847,7.8258
6.2359,6.2571,5.9842
5.9522,6.0248,5.7922
1.1448,0.32149,3.3967
2.3476,1.4609,2.9125
2.7748,1.7493,3.8465
1.2782,0.86482,3.4321
2.9911,2.2619,4.3839
0.18655,0.89091,0.50711
3.609,4.7403,1.8299
6.4202,6.4594,6.1467
1.4508,10.052,1.3445
0.065835,0.85025,0.19341
5.3724,5.2751,3.6765
6.0702,6.2311,5.8913
4.6946,5.6384,3.3233
10.124,11.541,10.42
4.2849,5.9043,4.0928
9.785,11.195,10.04
3.5673,6.4117,4.9972
4.0546,4.8494,4.2206
12.527,2.3026,1.0967
5.0283,4.7765,4.2615
4.9777,4.7342,4.1676
4.9588,4.7069,4.156
4.8684,4.5977,3.8401
4.9495,4.8165,4.06
4.8615,4.361,3.7296
4.984,4.8306,4.4564
4.7663,4.5818,4.0924
5.8508,6.2759,5.8278
2.0543,2.2747,1.7726
4.7957,5.1362,4.2664
2.1992,2.0852,1.5832
4.7771,5.218,4.4816
3.0509,3.455,2.6761
4.7771,5.218,4.4816
2.1411,2.4149,1.8531
2.228,2.4361,2.1027
3.3034,3.6629,2.8044
0.85116,1.361,0.88818
3.3526,3.6634,2.8259
6.1615,6.4208,6.233
2.1994,2.159,1.5809
8.9927,9.8046,8.7583
7.1432,7.4853,6.844
1.1418,1.1664,0.99696
2.6862,2.6859,2.7185
1.4441,1.2511,1.185
1.4441,1.2511,1.185
5.03,4.5181,6.7381
4.6117,4.3874,3.9211
3.4849,3.3713,2.6503
3.3702,3.2731,2.5968
10.932,8.6956,11.487
8.0951,9.2381,9.2406
3.2958,3.8485,3.4605
4.3755,6.1271,4.5156
1.9961,0.90326,1.9448
5.6369,4.1133,4.1513
15.682,12.044,12.914
6.6612,7.5934,6.2015
5.7534,5.9166,6.6948
1.9685,2.2515,2.2244
5.2044,5.3317,6.4975
3.8996,4.0564,4.8366
7.1174,6.3544,8.3787
4.0052,4.0915,6.2331
11.612,12.274,12.403
0.81884,1.1648,0.78307
0.81884,1.1648,0.78307
0.72173,0.81833,0.80956
0.57244,0.52871,0.54631
