SampleID_S1,TaskID_S1,TaskScore_S1,BinaryTaskScore_S1,EssentialRxnsTask_S1,ExpressionScoreEssentialRxnsTask_S1,GeneAssociatedToEssentialRxnsTask_S1,GeneExpressionValue_S1,SampleID_S2,TaskID_S2,TaskScore_S2,BinaryTaskScore_S2,EssentialRxnsTask_S2,ExpressionScoreEssentialRxnsTask_S2,GeneAssociatedToEssentialRxnsTask_S2,GeneExpressionValue_S2,SampleID_S3,TaskID_S3,TaskScore_S3,BinaryTaskScore_S3,EssentialRxnsTask_S3,ExpressionScoreEssentialRxnsTask_S3,GeneAssociatedToEssentialRxnsTask_S3,GeneExpressionValue_S3
1,1,1.92920365201021,1,L_LACtcm,15.2511252221171,366,,2,1,0.218801068077087,0,L_LACtcm,15.2511252221171,366,,3,1,1.74547905050844,1,L_LACtcm,15.2511252221171,366,
1,1,1.92920365201021,1,L_LACtm,7.90241380042352,6566,,2,1,0.218801068077087,0,L_LACtm,7.90241380042352,6566,,3,1,1.74547905050844,1,L_LACtm,7.90241380042352,6566,
1,1,1.92920365201021,1,NADH2_u10m,0.000759247990969101,4701,,2,1,0.218801068077087,0,NADH2_u10m,0.000759247990969101,4701,,3,1,1.74547905050844,1,NADH2_u10m,0.000759247990969101,4701,
1,2,14.5883159338094,1,SUCD1m,12.5833209823731,6391,,2,2,15.3919001485698,1,SUCD1m,12.5833209823731,6391,,3,2,12.5833209823731,1,SUCD1m,12.5833209823731,6391,
1,3,3.15644420218634,1,PDHm,7.58797607557578,8050,,2,3,4.80519589260255,1,PDHm,7.58797607557578,8050,,3,3,2.52932535852526,1,PDHm,7.58797607557578,8050,
1,4,7.92680112836475,1,ACONTm,12.4360021733146,50,,2,4,8.08338829279537,1,ACONTm,12.4360021733146,50,,3,4,7.04846270108521,1,ACONTm,12.4360021733146,50,
1,4,7.92680112836475,1,AKGDm,7.58797607557578,8050,,2,4,8.08338829279537,1,AKGDm,7.58797607557578,8050,,3,4,7.04846270108521,1,AKGDm,7.58797607557578,8050,
1,4,7.92680112836475,1,CSm,13.929618585127,1431,,2,4,8.08338829279537,1,CSm,13.929618585127,1431,,3,4,7.04846270108521,1,CSm,13.929618585127,1431,
1,4,7.92680112836475,1,FUMm,11.7801794814255,2271,,2,4,8.08338829279537,1,FUMm,11.7801794814255,2271,,3,4,7.04846270108521,1,FUMm,11.7801794814255,2271,
1,4,7.92680112836475,1,ICDHxm,12.1721925216061,3421,,2,4,8.08338829279537,1,ICDHxm,12.1721925216061,3421,,3,4,7.04846270108521,1,ICDHxm,12.1721925216061,3421,
1,4,7.92680112836475,1,MDHm,16.3533096869126,4190,,2,4,8.08338829279537,1,MDHm,16.3533096869126,4190,,3,4,7.04846270108521,1,MDHm,16.3533096869126,4190,
1,4,7.92680112836475,1,SUCD1m,12.5833209823731,6391,,2,4,8.08338829279537,1,SUCD1m,12.5833209823731,6391,,3,4,7.04846270108521,1,SUCD1m,12.5833209823731,6391,
1,4,7.92680112836475,1,SUCOAS1m,11.5456267887962,8801,,2,4,8.08338829279537,1,SUCOAS1m,11.5456267887962,8801,,3,4,7.04846270108521,1,SUCOAS1m,11.5456267887962,8801,
1,5,7.19140857115111,1,ACONTm,12.4360021733146,50,,2,5,7.51001971735619,1,ACONTm,12.4360021733146,50,,3,5,7.18902643794584,1,ACONTm,12.4360021733146,50,
1,5,7.19140857115111,1,AKGDm,7.58797607557578,8050,,2,5,7.51001971735619,1,AKGDm,7.58797607557578,8050,,3,5,7.18902643794584,1,AKGDm,7.58797607557578,8050,
1,5,7.19140857115111,1,ATPS4m,-1,9551,,2,5,7.51001971735619,1,ATPS4m,-1,9551,,3,5,7.18902643794584,1,ATPS4m,-1,9551,
1,5,7.19140857115111,1,ATPtm,19.7300041349385,292,,2,5,7.51001971735619,1,ATPtm,19.7300041349385,292,,3,5,7.18902643794584,1,ATPtm,19.7300041349385,292,
1,5,7.19140857115111,1,CO2tm,-1,,,2,5,7.51001971735619,1,CO2tm,-1,,,3,5,7.18902643794584,1,CO2tm,-1,,
1,5,7.19140857115111,1,CSm,13.929618585127,1431,,2,5,7.51001971735619,1,CSm,13.929618585127,1431,,3,5,7.18902643794584,1,CSm,13.929618585127,1431,
1,5,7.19140857115111,1,CYOOm3,0,170712,,2,5,7.51001971735619,1,CYOOm3,0,170712,,3,5,7.18902643794584,1,CYOOm3,0,170712,
1,5,7.19140857115111,1,CYOR_u10m,11.8269951289063,7386,,2,5,7.51001971735619,1,CYOR_u10m,11.8269951289063,7386,,3,5,7.18902643794584,1,CYOR_u10m,11.8269951289063,7386,
1,5,7.19140857115111,1,DESAT18_5,9.83892617790435,6319,,2,5,7.51001971735619,1,DESAT18_5,9.83892617790435,6319,,3,5,7.18902643794584,1,DESAT18_5,9.83892617790435,6319,
1,5,7.19140857115111,1,ENO,24.4400491636921,2023,,2,5,7.51001971735619,1,ENO,24.4400491636921,2023,,3,5,7.18902643794584,1,ENO,24.4400491636921,2023,
1,5,7.19140857115111,1,FADH2ETC,12.1408930062191,2109,,2,5,7.51001971735619,1,FADH2ETC,12.1408930062191,2109,,3,5,7.18902643794584,1,FADH2ETC,12.1408930062191,2109,
1,5,7.19140857115111,1,FBA,24.0831880688317,226,,2,5,7.51001971735619,1,FBA,24.0831880688317,226,,3,5,7.18902643794584,1,FBA,24.0831880688317,226,
1,5,7.19140857115111,1,FUMm,11.7801794814255,2271,,2,5,7.51001971735619,1,FUMm,11.7801794814255,2271,,3,5,7.18902643794584,1,FUMm,11.7801794814255,2271,
1,5,7.19140857115111,1,GAPD,25.647012775297,2597,,2,5,7.51001971735619,1,GAPD,25.647012775297,2597,,3,5,7.18902643794584,1,GAPD,25.647012775297,2597,
1,5,7.19140857115111,1,H2Otm,0.471773659483873,343,,2,5,7.51001971735619,1,H2Otm,0.471773659483873,343,,3,5,7.18902643794584,1,H2Otm,0.471773659483873,343,
1,5,7.19140857115111,1,HEX1,23.1599134548182,3099,,2,5,7.51001971735619,1,HEX1,23.1599134548182,3099,,3,5,7.18902643794584,1,HEX1,23.1599134548182,3099,
1,5,7.19140857115111,1,ICDHxm,12.1721925216061,3421,,2,5,7.51001971735619,1,ICDHxm,12.1721925216061,3421,,3,5,7.18902643794584,1,ICDHxm,12.1721925216061,3421,
1,5,7.19140857115111,1,ICDHy,12.5491942119722,3417,,2,5,7.51001971735619,1,ICDHy,12.5491942119722,3417,,3,5,7.18902643794584,1,ICDHy,12.5491942119722,3417,
1,5,7.19140857115111,1,LDH_L,22.4681047205256,3939,,2,5,7.51001971735619,1,LDH_L,22.4681047205256,3939,,3,5,7.18902643794584,1,LDH_L,22.4681047205256,3939,
1,5,7.19140857115111,1,LDH_Lm,22.4681047205256,3939,,2,5,7.51001971735619,1,LDH_Lm,22.4681047205256,3939,,3,5,7.18902643794584,1,LDH_Lm,22.4681047205256,3939,
1,5,7.19140857115111,1,L_LACtm,7.90241380042352,6566,,2,5,7.51001971735619,1,L_LACtm,7.90241380042352,6566,,3,5,7.18902643794584,1,L_LACtm,7.90241380042352,6566,
1,5,7.19140857115111,1,MDHm,16.3533096869126,4190,,2,5,7.51001971735619,1,MDHm,16.3533096869126,4190,,3,5,7.18902643794584,1,MDHm,16.3533096869126,4190,
1,5,7.19140857115111,1,NADH2_u10m,0.000759247990969101,4701,,2,5,7.51001971735619,1,NADH2_u10m,0.000759247990969101,4701,,3,5,7.18902643794584,1,NADH2_u10m,0.000759247990969101,4701,
1,5,7.19140857115111,1,O2tm,-1,,,2,5,7.51001971735619,1,O2tm,-1,,,3,5,7.18902643794584,1,O2tm,-1,,
1,5,7.19140857115111,1,PDHm,7.58797607557578,8050,,2,5,7.51001971735619,1,PDHm,7.58797607557578,8050,,3,5,7.18902643794584,1,PDHm,7.58797607557578,8050,
1,5,7.19140857115111,1,PFK,13.3420144073298,5211,,2,5,7.51001971735619,1,PFK,13.3420144073298,5211,,3,5,7.18902643794584,1,PFK,13.3420144073298,5211,
1,5,7.19140857115111,1,PGI,16.4772994913244,2821,,2,5,7.51001971735619,1,PGI,16.4772994913244,2821,,3,5,7.18902643794584,1,PGI,16.4772994913244,2821,
1,5,7.19140857115111,1,PGK,22.366089557026,5230,,2,5,7.51001971735619,1,PGK,22.366089557026,5230,,3,5,7.18902643794584,1,PGK,22.366089557026,5230,
1,5,7.19140857115111,1,PGM,15.8443452499721,5223,,2,5,7.51001971735619,1,PGM,15.8443452499721,5223,,3,5,7.18902643794584,1,PGM,15.8443452499721,5223,
1,5,7.19140857115111,1,PPA,15.9991384951685,5464,,2,5,7.51001971735619,1,PPA,15.9991384951685,5464,,3,5,7.18902643794584,1,PPA,15.9991384951685,5464,
1,5,7.19140857115111,1,PPAm,12.9502579383067,27068,,2,5,7.51001971735619,1,PPAm,12.9502579383067,27068,,3,5,7.18902643794584,1,PPAm,12.9502579383067,27068,
1,5,7.19140857115111,1,PPItm,-1,,,2,5,7.51001971735619,1,PPItm,-1,,,3,5,7.18902643794584,1,PPItm,-1,,
1,5,7.19140857115111,1,PYK,23.2819335404833,5315,,2,5,7.51001971735619,1,PYK,23.2819335404833,5315,,3,5,7.18902643794584,1,PYK,23.2819335404833,5315,
1,5,7.19140857115111,1,PYRt2m,7.90241380042352,6566,,2,5,7.51001971735619,1,PYRt2m,7.90241380042352,6566,,3,5,7.18902643794584,1,PYRt2m,7.90241380042352,6566,
1,5,7.19140857115111,1,RE0583C,-1,,,2,5,7.51001971735619,1,RE0583C,-1,,,3,5,7.18902643794584,1,RE0583C,-1,,
1,5,7.19140857115111,1,SUCD1m,12.5833209823731,6391,,2,5,7.51001971735619,1,SUCD1m,12.5833209823731,6391,,3,5,7.18902643794584,1,SUCD1m,12.5833209823731,6391,
1,5,7.19140857115111,1,SUCOASm,9.0708475034104,8803,,2,5,7.51001971735619,1,SUCOASm,9.0708475034104,8803,,3,5,7.18902643794584,1,SUCOASm,9.0708475034104,8803,
1,5,7.19140857115111,1,TPI,18.6681436602458,7167,,2,5,7.51001971735619,1,TPI,18.6681436602458,7167,,3,5,7.18902643794584,1,TPI,18.6681436602458,7167,
1,5,7.19140857115111,1,r1147,9.02417637702104,6576,,2,5,7.51001971735619,1,r1147,9.02417637702104,6576,,3,5,7.18902643794584,1,r1147,9.02417637702104,6576,
1,5,7.19140857115111,1,r1155,7.90241380042352,6566,,2,5,7.51001971735619,1,r1155,7.90241380042352,6566,,3,5,7.18902643794584,1,r1155,7.90241380042352,6566,
1,5,7.19140857115111,1,r1454,7.90241380042352,6566,,2,5,7.51001971735619,1,r1454,7.90241380042352,6566,,3,5,7.18902643794584,1,r1454,7.90241380042352,6566,
1,6,12.8832765189175,1,ENO,24.4400491636921,2023,,2,6,13.7309520443485,1,ENO,24.4400491636921,2023,,3,6,13.691913777537,1,ENO,24.4400491636921,2023,
1,6,12.8832765189175,1,FBA,24.0831880688317,226,,2,6,13.7309520443485,1,FBA,24.0831880688317,226,,3,6,13.691913777537,1,FBA,24.0831880688317,226,
1,6,12.8832765189175,1,GAPD,25.647012775297,2597,,2,6,13.7309520443485,1,GAPD,25.647012775297,2597,,3,6,13.691913777537,1,GAPD,25.647012775297,2597,
1,6,12.8832765189175,1,HEX1,23.1599134548182,3099,,2,6,13.7309520443485,1,HEX1,23.1599134548182,3099,,3,6,13.691913777537,1,HEX1,23.1599134548182,3099,
1,6,12.8832765189175,1,PFK,13.3420144073298,5211,,2,6,13.7309520443485,1,PFK,13.3420144073298,5211,,3,6,13.691913777537,1,PFK,13.3420144073298,5211,
1,6,12.8832765189175,1,PGI,16.4772994913244,2821,,2,6,13.7309520443485,1,PGI,16.4772994913244,2821,,3,6,13.691913777537,1,PGI,16.4772994913244,2821,
1,6,12.8832765189175,1,PGK,22.366089557026,5230,,2,6,13.7309520443485,1,PGK,22.366089557026,5230,,3,6,13.691913777537,1,PGK,22.366089557026,5230,
1,6,12.8832765189175,1,PGM,15.8443452499721,5223,,2,6,13.7309520443485,1,PGM,15.8443452499721,5223,,3,6,13.691913777537,1,PGM,15.8443452499721,5223,
1,6,12.8832765189175,1,PYK,23.2819335404833,5315,,2,6,13.7309520443485,1,PYK,23.2819335404833,5315,,3,6,13.691913777537,1,PYK,23.2819335404833,5315,
1,6,12.8832765189175,1,TPI,18.6681436602458,7167,,2,6,13.7309520443485,1,TPI,18.6681436602458,7167,,3,6,13.691913777537,1,TPI,18.6681436602458,7167,
1,8,5.2255530247703,1,CATp,14.3378203903431,847,,2,8,4.42297823556277,1,CATp,14.3378203903431,847,,3,8,3.58445509758579,1,CATp,14.3378203903431,847,
1,9,4.2161740579072,1,TRDR,16.1793091235756,7296,,2,9,4.85055623056266,1,TRDR,16.1793091235756,7296,,3,9,4.04482728089391,1,TRDR,16.1793091235756,7296,
1,10,6.01702648389615,1,ADSL2,11.4135587592485,158,,2,10,6.28106538372354,1,ADSL2,11.4135587592485,158,,3,10,6.69033013245108,1,ADSL2,11.4135587592485,158,
1,10,6.01702648389615,1,AICART,12.9750255787111,471,,2,10,6.28106538372354,1,AICART,12.9750255787111,471,,3,10,6.69033013245108,1,AICART,12.9750255787111,471,
1,10,6.01702648389615,1,AIRCr_PRASCS,11.5237876392108,10606,,2,10,6.28106538372354,1,AIRCr_PRASCS,11.5237876392108,10606,,3,10,6.69033013245108,1,AIRCr_PRASCS,11.5237876392108,10606,
1,10,6.01702648389615,1,G6PDH2r,10.9889963285601,2539,,2,10,6.28106538372354,1,G6PDH2r,10.9889963285601,2539,,3,10,6.69033013245108,1,G6PDH2r,10.9889963285601,2539,
1,10,6.01702648389615,1,GARFT,11.804879782233,2618,,2,10,6.28106538372354,1,GARFT,11.804879782233,2618,,3,10,6.69033013245108,1,GARFT,11.804879782233,2618,
1,10,6.01702648389615,1,GLUPRT,4.98439817835297,5471,,2,10,6.28106538372354,1,GLUPRT,4.98439817835297,5471,,3,10,6.69033013245108,1,GLUPRT,4.98439817835297,5471,
1,10,6.01702648389615,1,GNDc,14.6037523406048,5226,,2,10,6.28106538372354,1,GNDc,14.6037523406048,5226,,3,10,6.69033013245108,1,GNDc,14.6037523406048,5226,
1,10,6.01702648389615,1,HEX1,23.1599134548182,3099,,2,10,6.28106538372354,1,HEX1,23.1599134548182,3099,,3,10,6.69033013245108,1,HEX1,23.1599134548182,3099,
1,10,6.01702648389615,1,IMPC,12.9750255787111,471,,2,10,6.28106538372354,1,IMPC,12.9750255787111,471,,3,10,6.69033013245108,1,IMPC,12.9750255787111,471,
1,10,6.01702648389615,1,PGL,10.0028386470895,25796,,2,10,6.28106538372354,1,PGL,10.0028386470895,25796,,3,10,6.69033013245108,1,PGL,10.0028386470895,25796,
1,10,6.01702648389615,1,PRAGSr,11.804879782233,2618,,2,10,6.28106538372354,1,PRAGSr,11.804879782233,2618,,3,10,6.69033013245108,1,PRAGSr,11.804879782233,2618,
1,10,6.01702648389615,1,PRFGS,7.87709522828786,5198,,2,10,6.28106538372354,1,PRFGS,7.87709522828786,5198,,3,10,6.69033013245108,1,PRFGS,7.87709522828786,5198,
1,10,6.01702648389615,1,PRPPS,11.3937713065504,5631,,2,10,6.28106538372354,1,PRPPS,11.3937713065504,5631,,3,10,6.69033013245108,1,PRPPS,11.3937713065504,5631,
1,10,6.01702648389615,1,RPI,9.36000912422228,22934,,2,10,6.28106538372354,1,RPI,9.36000912422228,22934,,3,10,6.69033013245108,1,RPI,9.36000912422228,22934,
1,10,6.01702648389615,1,r0666,11.804879782233,2618,,2,10,6.28106538372354,1,r0666,11.804879782233,2618,,3,10,6.69033013245108,1,r0666,11.804879782233,2618,
1,11,4.54916393592126,1,ASPCTr,7.74350141496478,790,,2,11,4.43034860169236,1,ASPCTr,7.74350141496478,790,,3,11,4.84790335196608,1,ASPCTr,7.74350141496478,790,
1,11,4.54916393592126,1,CBPS,7.74350141496478,790,,2,11,4.43034860169236,1,CBPS,7.74350141496478,790,,3,11,4.84790335196608,1,CBPS,7.74350141496478,790,
1,11,4.54916393592126,1,CTPS1,10.1023510721865,1503,,2,11,4.43034860169236,1,CTPS1,10.1023510721865,1503,,3,11,4.84790335196608,1,CTPS1,10.1023510721865,1503,
1,11,4.54916393592126,1,DHORD9,4.90309334590409,1723,,2,11,4.43034860169236,1,DHORD9,4.90309334590409,1723,,3,11,4.84790335196608,1,DHORD9,4.90309334590409,1723,
1,11,4.54916393592126,1,DHORTS,7.74350141496478,790,,2,11,4.43034860169236,1,DHORTS,7.74350141496478,790,,3,11,4.84790335196608,1,DHORTS,7.74350141496478,790,
1,11,4.54916393592126,1,G6PDH2r,10.9889963285601,2539,,2,11,4.43034860169236,1,G6PDH2r,10.9889963285601,2539,,3,11,4.84790335196608,1,G6PDH2r,10.9889963285601,2539,
1,11,4.54916393592126,1,GNDc,14.6037523406048,5226,,2,11,4.43034860169236,1,GNDc,14.6037523406048,5226,,3,11,4.84790335196608,1,GNDc,14.6037523406048,5226,
1,11,4.54916393592126,1,HEX1,23.1599134548182,3099,,2,11,4.43034860169236,1,HEX1,23.1599134548182,3099,,3,11,4.84790335196608,1,HEX1,23.1599134548182,3099,
1,11,4.54916393592126,1,NDPK2,8.48691820889388,4832,,2,11,4.43034860169236,1,NDPK2,8.48691820889388,4832,,3,11,4.84790335196608,1,NDPK2,8.48691820889388,4832,
1,11,4.54916393592126,1,OMPDC,8.3290872490129,7372,,2,11,4.43034860169236,1,OMPDC,8.3290872490129,7372,,3,11,4.84790335196608,1,OMPDC,8.3290872490129,7372,
1,11,4.54916393592126,1,ORPT,8.3290872490129,7372,,2,11,4.43034860169236,1,ORPT,8.3290872490129,7372,,3,11,4.84790335196608,1,ORPT,8.3290872490129,7372,
1,11,4.54916393592126,1,PGL,10.0028386470895,25796,,2,11,4.43034860169236,1,PGL,10.0028386470895,25796,,3,11,4.84790335196608,1,PGL,10.0028386470895,25796,
1,11,4.54916393592126,1,PRPPS,11.3937713065504,5631,,2,11,4.43034860169236,1,PRPPS,11.3937713065504,5631,,3,11,4.84790335196608,1,PRPPS,11.3937713065504,5631,
1,11,4.54916393592126,1,RPI,9.36000912422228,22934,,2,11,4.43034860169236,1,RPI,9.36000912422228,22934,,3,11,4.84790335196608,1,RPI,9.36000912422228,22934,
1,11,4.54916393592126,1,UMPK,15.1206179157843,51727,,2,11,4.43034860169236,1,UMPK,15.1206179157843,51727,,3,11,4.84790335196608,1,UMPK,15.1206179157843,51727,
1,12,6.1462044138571,1,ADSL2,11.4135587592485,158,,2,12,6.3967816509202,1,ADSL2,11.4135587592485,158,,3,12,6.72936636271973,1,ADSL2,11.4135587592485,158,
1,12,6.1462044138571,1,AICART,12.9750255787111,471,,2,12,6.3967816509202,1,AICART,12.9750255787111,471,,3,12,6.72936636271973,1,AICART,12.9750255787111,471,
1,12,6.1462044138571,1,AIRCr_PRASCS,11.5237876392108,10606,,2,12,6.3967816509202,1,AIRCr_PRASCS,11.5237876392108,10606,,3,12,6.72936636271973,1,AIRCr_PRASCS,11.5237876392108,10606,
1,12,6.1462044138571,1,G6PDH2r,10.9889963285601,2539,,2,12,6.3967816509202,1,G6PDH2r,10.9889963285601,2539,,3,12,6.72936636271973,1,G6PDH2r,10.9889963285601,2539,
1,12,6.1462044138571,1,GARFT,11.804879782233,2618,,2,12,6.3967816509202,1,GARFT,11.804879782233,2618,,3,12,6.72936636271973,1,GARFT,11.804879782233,2618,
1,12,6.1462044138571,1,GK1,17.6285851677752,2987,,2,12,6.3967816509202,1,GK1,17.6285851677752,2987,,3,12,6.72936636271973,1,GK1,17.6285851677752,2987,
1,12,6.1462044138571,1,GLUPRT,4.98439817835297,5471,,2,12,6.3967816509202,1,GLUPRT,4.98439817835297,5471,,3,12,6.72936636271973,1,GLUPRT,4.98439817835297,5471,
1,12,6.1462044138571,1,GMPS2,9.86397133188776,8833,,2,12,6.3967816509202,1,GMPS2,9.86397133188776,8833,,3,12,6.72936636271973,1,GMPS2,9.86397133188776,8833,
1,12,6.1462044138571,1,GNDc,14.6037523406048,5226,,2,12,6.3967816509202,1,GNDc,14.6037523406048,5226,,3,12,6.72936636271973,1,GNDc,14.6037523406048,5226,
1,12,6.1462044138571,1,HEX1,23.1599134548182,3099,,2,12,6.3967816509202,1,HEX1,23.1599134548182,3099,,3,12,6.72936636271973,1,HEX1,23.1599134548182,3099,
1,12,6.1462044138571,1,IMPC,12.9750255787111,471,,2,12,6.3967816509202,1,IMPC,12.9750255787111,471,,3,12,6.72936636271973,1,IMPC,12.9750255787111,471,
1,12,6.1462044138571,1,IMPD,15.8461363621505,3615,,2,12,6.3967816509202,1,IMPD,15.8461363621505,3615,,3,12,6.72936636271973,1,IMPD,15.8461363621505,3615,
1,12,6.1462044138571,1,NDPK1,8.48691820889388,4832,,2,12,6.3967816509202,1,NDPK1,8.48691820889388,4832,,3,12,6.72936636271973,1,NDPK1,8.48691820889388,4832,
1,12,6.1462044138571,1,PGL,10.0028386470895,25796,,2,12,6.3967816509202,1,PGL,10.0028386470895,25796,,3,12,6.72936636271973,1,PGL,10.0028386470895,25796,
1,12,6.1462044138571,1,PRAGSr,11.804879782233,2618,,2,12,6.3967816509202,1,PRAGSr,11.804879782233,2618,,3,12,6.72936636271973,1,PRAGSr,11.804879782233,2618,
1,12,6.1462044138571,1,PRFGS,7.87709522828786,5198,,2,12,6.3967816509202,1,PRFGS,7.87709522828786,5198,,3,12,6.72936636271973,1,PRFGS,7.87709522828786,5198,
1,12,6.1462044138571,1,PRPPS,11.3937713065504,5631,,2,12,6.3967816509202,1,PRPPS,11.3937713065504,5631,,3,12,6.72936636271973,1,PRPPS,11.3937713065504,5631,
1,12,6.1462044138571,1,RPI,9.36000912422228,22934,,2,12,6.3967816509202,1,RPI,9.36000912422228,22934,,3,12,6.72936636271973,1,RPI,9.36000912422228,22934,
1,12,6.1462044138571,1,r0666,11.804879782233,2618,,2,12,6.3967816509202,1,r0666,11.804879782233,2618,,3,12,6.72936636271973,1,r0666,11.804879782233,2618,
1,13,4.5861752175545,1,ASPCTr,7.74350141496478,790,,2,13,4.40571315753921,1,ASPCTr,7.74350141496478,790,,3,13,4.83338391024271,1,ASPCTr,7.74350141496478,790,
1,13,4.5861752175545,1,CBPS,7.74350141496478,790,,2,13,4.40571315753921,1,CBPS,7.74350141496478,790,,3,13,4.83338391024271,1,CBPS,7.74350141496478,790,
1,13,4.5861752175545,1,DHORD9,4.90309334590409,1723,,2,13,4.40571315753921,1,DHORD9,4.90309334590409,1723,,3,13,4.83338391024271,1,DHORD9,4.90309334590409,1723,
1,13,4.5861752175545,1,DHORTS,7.74350141496478,790,,2,13,4.40571315753921,1,DHORTS,7.74350141496478,790,,3,13,4.83338391024271,1,DHORTS,7.74350141496478,790,
1,13,4.5861752175545,1,G6PDH2r,10.9889963285601,2539,,2,13,4.40571315753921,1,G6PDH2r,10.9889963285601,2539,,3,13,4.83338391024271,1,G6PDH2r,10.9889963285601,2539,
1,13,4.5861752175545,1,GNDc,14.6037523406048,5226,,2,13,4.40571315753921,1,GNDc,14.6037523406048,5226,,3,13,4.83338391024271,1,GNDc,14.6037523406048,5226,
1,13,4.5861752175545,1,HEX1,23.1599134548182,3099,,2,13,4.40571315753921,1,HEX1,23.1599134548182,3099,,3,13,4.83338391024271,1,HEX1,23.1599134548182,3099,
1,13,4.5861752175545,1,NDPK2,8.48691820889388,4832,,2,13,4.40571315753921,1,NDPK2,8.48691820889388,4832,,3,13,4.83338391024271,1,NDPK2,8.48691820889388,4832,
1,13,4.5861752175545,1,OMPDC,8.3290872490129,7372,,2,13,4.40571315753921,1,OMPDC,8.3290872490129,7372,,3,13,4.83338391024271,1,OMPDC,8.3290872490129,7372,
1,13,4.5861752175545,1,ORPT,8.3290872490129,7372,,2,13,4.40571315753921,1,ORPT,8.3290872490129,7372,,3,13,4.83338391024271,1,ORPT,8.3290872490129,7372,
1,13,4.5861752175545,1,PGL,10.0028386470895,25796,,2,13,4.40571315753921,1,PGL,10.0028386470895,25796,,3,13,4.83338391024271,1,PGL,10.0028386470895,25796,
1,13,4.5861752175545,1,PRPPS,11.3937713065504,5631,,2,13,4.40571315753921,1,PRPPS,11.3937713065504,5631,,3,13,4.83338391024271,1,PRPPS,11.3937713065504,5631,
1,13,4.5861752175545,1,RPI,9.36000912422228,22934,,2,13,4.40571315753921,1,RPI,9.36000912422228,22934,,3,13,4.83338391024271,1,RPI,9.36000912422228,22934,
1,13,4.5861752175545,1,UMPK,15.1206179157843,51727,,2,13,4.40571315753921,1,UMPK,15.1206179157843,51727,,3,13,4.83338391024271,1,UMPK,15.1206179157843,51727,
1,14,5.3405904048762,1,ADSL1,11.4135587592485,158,,2,14,5.65543773736602,1,ADSL1,11.4135587592485,158,,3,14,6.0686811498211,1,ADSL1,11.4135587592485,158,
1,14,5.3405904048762,1,ADSL2,11.4135587592485,158,,2,14,5.65543773736602,1,ADSL2,11.4135587592485,158,,3,14,6.0686811498211,1,ADSL2,11.4135587592485,158,
1,14,5.3405904048762,1,ADSS,10.8514240095462,159,,2,14,5.65543773736602,1,ADSS,10.8514240095462,159,,3,14,6.0686811498211,1,ADSS,10.8514240095462,159,
1,14,5.3405904048762,1,AICART,12.9750255787111,471,,2,14,5.65543773736602,1,AICART,12.9750255787111,471,,3,14,6.0686811498211,1,AICART,12.9750255787111,471,
1,14,5.3405904048762,1,AIRCr_PRASCS,11.5237876392108,10606,,2,14,5.65543773736602,1,AIRCr_PRASCS,11.5237876392108,10606,,3,14,6.0686811498211,1,AIRCr_PRASCS,11.5237876392108,10606,
1,14,5.3405904048762,1,G6PDH2r,10.9889963285601,2539,,2,14,5.65543773736602,1,G6PDH2r,10.9889963285601,2539,,3,14,6.0686811498211,1,G6PDH2r,10.9889963285601,2539,
1,14,5.3405904048762,1,GARFT,11.804879782233,2618,,2,14,5.65543773736602,1,GARFT,11.804879782233,2618,,3,14,6.0686811498211,1,GARFT,11.804879782233,2618,
1,14,5.3405904048762,1,GLUPRT,4.98439817835297,5471,,2,14,5.65543773736602,1,GLUPRT,4.98439817835297,5471,,3,14,6.0686811498211,1,GLUPRT,4.98439817835297,5471,
1,14,5.3405904048762,1,GNDc,14.6037523406048,5226,,2,14,5.65543773736602,1,GNDc,14.6037523406048,5226,,3,14,6.0686811498211,1,GNDc,14.6037523406048,5226,
1,14,5.3405904048762,1,HEX1,23.1599134548182,3099,,2,14,5.65543773736602,1,HEX1,23.1599134548182,3099,,3,14,6.0686811498211,1,HEX1,23.1599134548182,3099,
1,14,5.3405904048762,1,IMPC,12.9750255787111,471,,2,14,5.65543773736602,1,IMPC,12.9750255787111,471,,3,14,6.0686811498211,1,IMPC,12.9750255787111,471,
1,14,5.3405904048762,1,NDPK1,8.48691820889388,4832,,2,14,5.65543773736602,1,NDPK1,8.48691820889388,4832,,3,14,6.0686811498211,1,NDPK1,8.48691820889388,4832,
1,14,5.3405904048762,1,NDPK8,8.48691820889388,4832,,2,14,5.65543773736602,1,NDPK8,8.48691820889388,4832,,3,14,6.0686811498211,1,NDPK8,8.48691820889388,4832,
1,14,5.3405904048762,1,PGL,10.0028386470895,25796,,2,14,5.65543773736602,1,PGL,10.0028386470895,25796,,3,14,6.0686811498211,1,PGL,10.0028386470895,25796,
1,14,5.3405904048762,1,PRAGSr,11.804879782233,2618,,2,14,5.65543773736602,1,PRAGSr,11.804879782233,2618,,3,14,6.0686811498211,1,PRAGSr,11.804879782233,2618,
1,14,5.3405904048762,1,PRFGS,7.87709522828786,5198,,2,14,5.65543773736602,1,PRFGS,7.87709522828786,5198,,3,14,6.0686811498211,1,PRFGS,7.87709522828786,5198,
1,14,5.3405904048762,1,PRPPS,11.3937713065504,5631,,2,14,5.65543773736602,1,PRPPS,11.3937713065504,5631,,3,14,6.0686811498211,1,PRPPS,11.3937713065504,5631,
